,date,division,inflation_yoy,inflation_mom
760,2021-12-01,07,1.9,1.2
761,2022-01-01,07,3.3,-1.3
762,2022-02-01,07,3.5,0.5
763,2022-03-01,07,3.9,3.3
764,2022-04-01,07,4.2,0.6
765,2022-05-01,07,4.7,0.8
766,2022-06-01,07,5.2,0.0
767,2022-07-01,07,6.1,0.9
768,2022-08-01,07,6.7,0.5
769,2022-09-01,07,7.4,0.8
770,2022-10-01,07,7.7,0.5
771,2022-11-01,07,7.9,-0.2
772,2022-12-01,07,7.3,0.6
773,2023-01-01,07,6.5,-1.9
774,2023-02-01,07,6.2,0.2
775,2023-03-01,07,5.7,2.8
776,2023-04-01,07,5.9,0.8
777,2023-05-01,07,5.3,0.2
778,2023-06-01,07,4.9,-0.4
779,2023-07-01,07,4.1,0.2
780,2023-08-01,07,3.6,0.0
781,2023-09-01,07,2.9,0.2
782,2023-10-01,07,2.7,0.2
783,2023-11-01,07,2.3,-0.6
784,2023-12-01,07,2.3,0.6
785,2024-01-01,07,2.1,-2.0
786,2024-02-01,07,2.2,0.2
787,2024-03-01,07,2.4,3.0
788,2024-04-01,07,2.0,0.5
789,2024-05-01,07,2.1,0.3
790,2024-06-01,07,2.1,-0.5
791,2024-07-01,07,2.1,0.2
792,2024-08-01,07,2.2,0.1
793,2024-09-01,07,2.3,0.2
794,2024-10-01,07,2.0,0.0
795,2024-11-01,07,1.7,-0.9
796,2024-12-01,07,2.0,0.8
797,2025-01-01,07,2.2,-1.8
798,2025-02-01,07,2.6,0.6
799,2025-03-01,07,2.3,2.7
800,2025-04-01,07,2.2,0.4
801,2025-05-01,07,2.1,0.2
802,2025-06-01,07,2.3,-0.3
803,2025-07-01,07,2.2,0.2
804,2025-08-01,07,2.1,0.0
805,2025-09-01,07,2.1,0.2
806,2025-10-01,07,2.0,-0.1
807,2025-11-01,07,2.3,-0.5
808,2025-12-01,07,1.9,0.4
809,2026-01-01,07,1.5,-2.1
810,2026-02-01,07,1.2,0.2
811,2026-03-01,07,1.3,2.8
812,2026-04-01,07,1.4,0.5
813,2026-05-01,07,1.4,0.2
814,2026-06-01,07,1.5,-0.2
815,2026-07-01,07,1.5,0.2
816,2018-02-01,08,,-0.1
817,2018-03-01,08,,-0.1
818,2018-04-01,08,,-0.1
819,2018-05-01,08,,-0.2
820,2018-06-01,08,,-3.0
821,2018-07-01,08,,0.0
822,2018-08-01,08,,-0.1
823,2018-09-01,08,,2.3
824,2018-10-01,08,,0.0
825,2018-11-01,08,,0.0
826,2018-12-01,08,,0.0
827,2019-01-01,08,-1.4,-0.1
828,2019-02-01,08,-1.2,0.1
829,2019-03-01,08,-1.1,0.0
830,2019-04-01,08,-1.1,-0.1
831,2019-05-01,08,-0.9,0.0
832,2019-06-01,08,2.1,0.0
833,2019-07-01,08,2.1,0.0
834,2019-08-01,08,2.2,0.0
835,2019-09-01,08,-0.1,0.0
836,2019-10-01,08,1.4,1.5
837,2019-11-01,08,1.5,0.1
838,2019-12-01,08,1.5,0.0
839,2020-01-01,08,1.6,0.0
840,2020-02-01,08,1.5,0.0
841,2020-03-01,08,1.5,0.0
842,2020-04-01,08,1.6,0.0
843,2020-05-01,08,1.6,0.0
844,2020-06-01,08,1.6,0.0
845,2020-07-01,08,1.6,0.0
846,2020-08-01,08,1.6,0.0
847,2020-09-01,08,1.6,0.0
848,2020-10-01,08,0.1,0.0
849,2020-11-01,08,0.0,0.0
850,2020-12-01,08,0.0,0.0
851,2021-01-01,08,0.0,0.0
852,2021-02-01,08,0.0,0.0
853,2021-03-01,08,0.0,0.0
854,2021-04-01,08,0.0,0.0
855,2021-05-01,08,0.0,0.0
856,2021-06-01,08,0.0,0.0
857,2021-07-01,08,0.0,0.0
858,2021-08-01,08,0.0,0.0
859,2021-09-01,08,0.0,0.0
860,2021-10-01,08,0.0,0.0
861,2021-11-01,08,0.0,0.0
862,2021-12-01,08,0.0,0.0
863,2022-01-01,08,0.0,0.0
864,2022-02-01,08,0.0,0.0
865,2022-03-01,08,0.0,0.0
866,2022-04-01,08,0.0,0.0
867,2022-05-01,08,0.0,0.0
868,2022-06-01,08,0.0,0.0
869,2022-07-01,08,0.0,0.0
870,2022-08-01,08,0.0,0.0
871,2022-09-01,08,0.0,0.0
872,2022-10-01,08,0.0,0.0
873,2022-11-01,08,0.0,0.0
874,2022-12-01,08,-0.1,-0.1
875,2023-01-01,08,-1.4,-1.3
876,2023-02-01,08,-1.4,0.0
877,2023-03-01,08,-1.4,0.0
878,2023-04-01,08,-1.4,0.0
879,2023-05-01,08,-3.7,-2.3
880,2023-06-01,08,-3.6,0.1
881,2023-07-01,08,-3.7,-0.1
882,2023-08-01,08,-3.7,0.0
883,2023-09-01,08,-3.7,0.0
884,2023-10-01,08,-3.7,0.0
885,2023-11-01,08,-3.7,0.0
886,2023-12-01,08,-3.7,-0.1
887,2024-01-01,08,-2.4,0.0
888,2024-02-01,08,-2.4,0.0
889,2024-03-01,08,-2.4,0.0
890,2024-04-01,08,-2.5,-0.1
891,2024-05-01,08,0.4,0.6
892,2024-06-01,08,0.3,0.0
893,2024-07-01,08,0.5,0.1
894,2024-08-01,08,0.5,0.0
895,2024-09-01,08,0.4,-0.1
896,2024-10-01,08,-1.7,-2.1
897,2024-11-01,08,-3.9,-2.3
898,2024-12-01,08,-5.4,-1.7
899,2025-01-01,08,-5.3,0.1
900,2025-02-01,08,-5.3,0.0
901,2025-03-01,08,-5.4,-0.1
902,2025-04-01,08,-4.5,0.9
903,2025-05-01,08,-5.2,-0.1
904,2025-06-01,08,-5.4,-0.2
905,2025-07-01,08,-6.4,-0.9
906,2025-08-01,08,-5.6,0.8
907,2025-09-01,08,-4.5,1.1
908,2025-10-01,08,-2.4,0.0
909,2025-11-01,08,-1.3,-1.2
910,2025-12-01,08,0.9,0.6
911,2026-01-01,08,0.7,-0.1
912,2026-02-01,08,0.5,-0.2
913,2026-03-01,08,1.4,0.8
914,2026-04-01,08,2.0,1.6
915,2026-05-01,08,2.1,0.0
916,2026-06-01,08,2.4,0.0
917,2026-07-01,08,3.4,0.1
918,2018-02-01,09,,0.2
919,2018-03-01,09,,0.0
920,2018-04-01,09,,0.1
921,2018-05-01,09,,-0.1
922,2018-06-01,09,,-2.9
923,2018-07-01,09,,0.2
924,2018-08-01,09,,0.1
925,2018-09-01,09,,2.1
926,2018-10-01,09,,0.1
927,2018-11-01,09,,0.0
928,2018-12-01,09,,0.1
929,2019-01-01,09,-0.4,-0.1
930,2019-02-01,09,-0.4,0.2
931,2019-03-01,09,-0.4,-0.1
932,2019-04-01,09,-0.4,0.1
933,2019-05-01,09,-0.4,-0.1
934,2019-06-01,09,2.7,0.1
935,2019-07-01,09,2.4,-0.1
936,2019-08-01,09,2.3,0.0
937,2019-09-01,09,0.8,0.6
938,2019-10-01,09,0.7,0.0
939,2019-11-01,09,0.8,0.1
940,2019-12-01,09,0.5,-0.2
941,2020-01-01,09,0.9,0.3
942,2020-02-01,09,0.7,0.0
943,2020-03-01,09,0.7,-0.1
944,2020-04-01,09,0.6,0.0
945,2020-05-01,09,0.7,0.0
946,2020-06-01,09,0.6,0.0
947,2020-07-01,09,0.7,0.0
948,2020-08-01,09,0.6,-0.1
949,2020-09-01,09,0.1,0.1
950,2020-10-01,09,0.2,0.1
951,2020-11-01,09,0.1,0.0
952,2020-12-01,09,0.3,0.0
953,2021-01-01,09,0.1,0.1
954,2021-02-01,09,0.1,0.0
955,2021-03-01,09,0.5,0.4
956,2021-04-01,09,0.7,0.2
957,2021-05-01,09,0.6,-0.1
958,2021-06-01,09,0.6,0.0
959,2021-07-01,09,0.6,0.0
960,2021-08-01,09,0.7,0.0
961,2021-09-01,09,0.6,0.0
962,2021-10-01,09,0.2,-0.4
963,2021-11-01,09,0.2,0.0
964,2021-12-01,09,0.4,0.3
965,2022-01-01,09,1.2,0.8
966,2022-02-01,09,1.6,0.4
967,2022-03-01,09,1.2,-0.1
968,2022-04-01,09,1.3,0.4
969,2022-05-01,09,1.8,0.3
970,2022-06-01,09,2.2,0.4
971,2022-07-01,09,2.5,0.3
972,2022-08-01,09,2.7,0.3
973,2022-09-01,09,3.1,0.3
974,2022-10-01,09,3.4,-0.1
975,2022-11-01,09,3.6,0.2
976,2022-12-01,09,2.4,-0.9
977,2023-01-01,09,2.7,1.1
978,2023-02-01,09,1.7,-0.5
979,2023-03-01,09,1.8,0.0
980,2023-04-01,09,1.8,0.3
981,2023-05-01,09,1.8,0.3
982,2023-06-01,09,1.6,0.3
983,2023-07-01,09,1.1,-0.3
984,2023-08-01,09,1.0,0.2
985,2023-09-01,09,0.5,-0.2
986,2023-10-01,09,0.7,0.1
987,2023-11-01,09,0.6,0.1
988,2023-12-01,09,1.9,0.4
989,2024-01-01,09,0.8,0.0
990,2024-02-01,09,1.6,0.3
991,2024-03-01,09,1.5,-0.2
992,2024-04-01,09,2.0,0.8
993,2024-05-01,09,1.9,0.3
994,2024-06-01,09,1.9,0.3
995,2024-07-01,09,2.2,0.1
996,2024-08-01,09,2.0,0.0
997,2024-09-01,09,2.2,0.0
998,2024-10-01,09,2.0,-0.1
999,2024-11-01,09,2.0,0.1
1000,2024-12-01,09,1.7,0.1
1001,2025-01-01,09,1.8,0.1
1002,2025-02-01,09,1.5,0.1
1003,2025-03-01,09,1.7,0.0
1004,2025-04-01,09,1.3,0.4
1005,2025-05-01,09,0.9,-0.1
1006,2025-06-01,09,0.8,0.1
1007,2025-07-01,09,0.8,0.1
1008,2025-08-01,09,0.9,0.2
1009,2025-09-01,09,0.9,0.0
1010,2025-10-01,09,1.2,0.2
1011,2025-11-01,09,1.2,0.1
1012,2025-12-01,09,0.8,-0.2
1013,2026-01-01,09,0.9,0.2
1014,2026-02-01,09,0.8,0.0
1015,2026-03-01,09,1.0,0.2
1016,2026-04-01,09,0.9,0.3
1017,2026-05-01,09,1.1,0.1
1018,2026-06-01,09,1.1,0.1
1019,2026-07-01,09,1.2,0.2
1020,2018-02-01,10,,0.1
1021,2018-03-01,10,,0.1
1022,2018-04-01,10,,0.1
1023,2018-05-01,10,,0.1
1024,2018-06-01,10,,-0.2
1025,2018-07-01,10,,0.1
1026,2018-08-01,10,,0.1
1027,2018-09-01,10,,0.0
1028,2018-10-01,10,,0.0
1029,2018-11-01,10,,0.3
1030,2018-12-01,10,,-0.1
1031,2019-01-01,10,0.9,0.4
1032,2019-02-01,10,1.3,0.4
1033,2019-03-01,10,1.3,0.1
1034,2019-04-01,10,1.2,0.0
1035,2019-05-01,10,1.2,0.1
1036,2019-06-01,10,1.4,0.0
1037,2019-07-01,10,1.4,0.1
1038,2019-08-01,10,1.4,0.1
1039,2019-09-01,10,1.8,0.4
1040,2019-10-01,10,1.9,0.1
1041,2019-11-01,10,1.6,0.0
1042,2019-12-01,10,1.7,0.0
1043,2020-01-01,10,1.7,0.4
1044,2020-02-01,10,1.3,0.1
1045,2020-03-01,10,1.3,0.0
1046,2020-04-01,10,1.2,-0.1
1047,2020-05-01,10,1.0,-0.1
1048,2020-06-01,10,0.8,-0.2
1049,2020-07-01,10,1.2,0.4
1050,2020-08-01,10,1.1,0.0
1051,2020-09-01,10,0.7,0.1
1052,2020-10-01,10,0.7,0.0
1053,2020-11-01,10,0.6,-0.1
1054,2020-12-01,10,0.6,0.0
1055,2021-01-01,10,0.2,0.0
1056,2021-02-01,10,0.1,0.0
1057,2021-03-01,10,0.0,-0.1
1058,2021-04-01,10,0.2,0.2
1059,2021-05-01,10,0.3,0.0
1060,2021-06-01,10,0.5,0.0
1061,2021-07-01,10,0.1,0.0
1062,2021-08-01,10,0.0,-0.1
1063,2021-09-01,10,-0.1,0.0
1064,2021-10-01,10,-0.1,0.0
1065,2021-11-01,10,0.1,0.1
1066,2021-12-01,10,0.2,0.1
1067,2022-01-01,10,0.7,0.5
1068,2022-02-01,10,0.7,0.1
1069,2022-03-01,10,0.9,0.1
1070,2022-04-01,10,1.0,0.2
1071,2022-05-01,10,1.0,0.0
1072,2022-06-01,10,1.1,0.1
1073,2022-07-01,10,1.2,0.1
1074,2022-08-01,10,1.2,0.0
1075,2022-09-01,10,1.3,0.1
1076,2022-10-01,10,1.4,0.1
1077,2022-11-01,10,1.5,0.2
1078,2022-12-01,10,1.4,0.0
1079,2023-01-01,10,1.3,0.4
1080,2023-02-01,10,1.6,0.4
1081,2023-03-01,10,1.7,0.2
1082,2023-04-01,10,1.6,0.2
1083,2023-05-01,10,1.9,0.2
1084,2023-06-01,10,1.9,0.1
1085,2023-07-01,10,2.0,0.2
1086,2023-08-01,10,2.1,0.2
1087,2023-09-01,10,2.0,0.0
1088,2023-10-01,10,2.1,0.2
1089,2023-11-01,10,2.0,0.0
1090,2023-12-01,10,2.0,0.0
1091,2024-01-01,10,1.7,0.2
1092,2024-02-01,10,1.5,0.2
1093,2024-03-01,10,1.5,0.2
1094,2024-04-01,10,1.4,0.2
1095,2024-05-01,10,1.5,0.3
1096,2024-06-01,10,1.7,0.2
1097,2024-07-01,10,1.7,0.2
1098,2024-08-01,10,1.5,0.0
1099,2024-09-01,10,1.5,0.0
1100,2024-10-01,10,1.5,0.2
1101,2024-11-01,10,1.5,0.0
1102,2024-12-01,10,1.5,0.0
1103,2025-01-01,10,1.6,0.2
1104,2025-02-01,10,1.9,0.5
1105,2025-03-01,10,2.2,0.5
1106,2025-04-01,10,2.3,0.2
1107,2025-05-01,10,2.2,0.2
1108,2025-06-01,10,2.2,0.2
1109,2025-07-01,10,2.2,0.2
1110,2025-08-01,10,2.4,0.2
1111,2025-09-01,10,2.4,0.0
1112,2025-10-01,10,2.4,0.2
1113,2025-11-01,10,2.6,0.2
1114,2025-12-01,10,2.8,0.2
1115,2026-01-01,10,3.2,0.7
1116,2026-02-01,10,2.8,0.1
1117,2026-03-01,10,2.5,0.2
1118,2026-04-01,10,2.4,0.2
1119,2026-05-01,10,2.2,0.1
1120,2026-06-01,10,2.1,0.1
1121,2026-07-01,10,2.0,0.1
1122,2018-02-01,11,,0.1
1123,2018-03-01,11,,0.3
1124,2018-04-01,11,,0.4
1125,2018-05-01,11,,0.1
1126,2018-06-01,11,,-0.8
1127,2018-07-01,11,,0.0
1128,2018-08-01,11,,0.2
1129,2018-09-01,11,,0.5
1130,2018-10-01,11,,0.2
1131,2018-11-01,11,,0.2
1132,2018-12-01,11,,0.2
1133,2019-01-01,11,1.2,0.0
1134,2019-02-01,11,1.3,0.2
1135,2019-03-01,11,1.0,0.0
1136,2019-04-01,11,0.8,0.2
1137,2019-05-01,11,0.6,-0.2
1138,2019-06-01,11,1.6,0.2
1139,2019-07-01,11,1.7,0.1
1140,2019-08-01,11,1.7,0.2
1141,2019-09-01,11,1.5,0.2
1142,2019-10-01,11,1.2,-0.1
1143,2019-11-01,11,1.1,0.1
1144,2019-12-01,11,1.1,0.2
1145,2020-01-01,11,1.1,0.1
1146,2020-02-01,11,1.1,0.2
1147,2020-03-01,11,0.9,-0.2
1148,2020-04-01,11,0.7,0.0
1149,2020-05-01,11,1.0,0.2
1150,2020-06-01,11,0.4,-0.4
1151,2020-07-01,11,0.2,-0.2
1152,2020-08-01,11,0.1,0.1
1153,2020-09-01,11,0.0,0.2
1154,2020-10-01,11,0.1,0.0
1155,2020-11-01,11,0.0,0.0
1156,2020-12-01,11,-0.2,0.0
1157,2021-01-01,11,-0.1,0.2
1158,2021-02-01,11,-0.3,-0.1
1159,2021-03-01,11,0.0,0.1
1160,2021-04-01,11,0.2,0.2
1161,2021-05-01,11,0.1,0.1
1162,2021-06-01,11,0.5,0.0
1163,2021-07-01,11,0.7,0.1
1164,2021-08-01,11,0.6,0.0
1165,2021-09-01,11,0.3,-0.2
1166,2021-10-01,11,0.6,0.3
1167,2021-11-01,11,0.9,0.3
1168,2021-12-01,11,1.3,0.4
1169,2022-01-01,11,2.1,1.0
1170,2022-02-01,11,2.6,0.4
1171,2022-03-01,11,2.9,0.4
1172,2022-04-01,11,3.2,0.4
1173,2022-05-01,11,3.7,0.6
1174,2022-06-01,11,5.0,1.3
1175,2022-07-01,11,5.7,0.7
1176,2022-08-01,11,6.4,0.6
1177,2022-09-01,11,6.9,0.3
1178,2022-10-01,11,6.8,0.3
1179,2022-11-01,11,7.0,0.5
1180,2022-12-01,11,7.4,0.7
1181,2023-01-01,11,6.8,0.4
1182,2023-02-01,11,7.4,0.9
1183,2023-03-01,11,7.2,0.3
1184,2023-04-01,11,6.6,-0.1
1185,2023-05-01,11,6.6,0.5
1186,2023-06-01,11,5.4,0.2
1187,2023-07-01,11,5.1,0.3
1188,2023-08-01,11,4.7,0.3
1189,2023-09-01,11,4.4,0.1
1190,2023-10-01,11,4.6,0.5
1191,2023-11-01,11,4.3,0.1
1192,2023-12-01,11,3.7,0.1
1193,2024-01-01,11,3.2,-0.1
1194,2024-02-01,11,2.9,0.6
1195,2024-03-01,11,3.0,0.4
1196,2024-04-01,11,3.5,0.3
1197,2024-05-01,11,3.3,0.3
1198,2024-06-01,11,3.3,0.3
1199,2024-07-01,11,3.4,0.4
1200,2024-08-01,11,3.2,0.1
1201,2024-09-01,11,3.2,0.1
1202,2024-10-01,11,2.8,0.1
1203,2024-11-01,11,2.8,0.1
1204,2024-12-01,11,2.9,0.3
1205,2025-01-01,11,3.5,0.5
1206,2025-02-01,11,3.5,0.6
1207,2025-03-01,11,2.9,-0.1
1208,2025-04-01,11,2.9,0.3
1209,2025-05-01,11,3.0,0.4
1210,2025-06-01,11,2.8,0.1
1211,2025-07-01,11,3.1,0.8
1212,2025-08-01,11,3.5,0.4
1213,2025-09-01,11,3.3,-0.1
1214,2025-10-01,11,3.4,0.2
1215,2025-11-01,11,3.4,0.1
1216,2025-12-01,11,3.1,0.0
1217,2026-01-01,11,3.0,0.3
1218,2026-02-01,11,2.5,0.1
1219,2026-03-01,11,2.6,-0.1
1220,2026-04-01,11,2.6,0.4
1221,2026-05-01,11,2.5,0.3
1222,2026-06-01,11,2.6,0.1
1223,2026-07-01,11,2.0,0.2
1224,2018-02-01,12,,0.1
1225,2018-03-01,12,,0.0
1226,2018-04-01,12,,0.0
1227,2018-05-01,12,,0.0
1228,2018-06-01,12,,-2.6
1229,2018-07-01,12,,0.0
1230,2018-08-01,12,,0.0
1231,2018-09-01,12,,0.4
1232,2018-10-01,12,,0.5
1233,2018-11-01,12,,0.0
1234,2018-12-01,12,,0.0
1235,2019-01-01,12,-1.5,0.1
1236,2019-02-01,12,-1.6,0.0
1237,2019-03-01,12,-1.6,0.0
1238,2019-04-01,12,-1.6,0.0
1239,2019-05-01,12,-1.6,0.0
1240,2019-06-01,12,1.0,0.0
1241,2019-07-01,12,1.0,0.0
1242,2019-08-01,12,1.0,0.0
1243,2019-09-01,12,0.6,0.0
1244,2019-10-01,12,0.1,0.0
1245,2019-11-01,12,0.1,0.0
1246,2019-12-01,12,0.0,-0.1
1247,2020-01-01,12,-0.1,0.0
1248,2020-02-01,12,-0.1,0.0
1249,2020-03-01,12,0.0,0.1
1250,2020-04-01,12,0.0,0.0
1251,2020-05-01,12,0.0,0.0
1252,2020-06-01,12,0.0,0.0
1253,2020-07-01,12,0.0,0.0
1254,2020-08-01,12,0.0,0.0
1255,2020-09-01,12,0.0,0.0
1256,2020-10-01,12,0.0,0.0
1257,2020-11-01,12,0.0,0.0
1258,2020-12-01,12,0.1,0.0
1259,2021-01-01,12,0.1,0.0
1260,2021-02-01,12,0.1,0.0
1261,2021-03-01,12,0.0,0.0
1262,2021-04-01,12,0.0,0.0
1263,2021-05-01,12,0.0,0.0
1264,2021-06-01,12,0.0,0.0
1265,2021-07-01,12,0.0,0.0
1266,2021-08-01,12,0.0,0.0
1267,2021-09-01,12,0.0,0.0
1268,2021-10-01,12,0.0,0.0
1269,2021-11-01,12,0.0,0.0
1270,2021-12-01,12,0.0,0.0
1271,2022-01-01,12,0.0,0.0
1272,2022-02-01,12,0.0,0.0
1273,2022-03-01,12,0.0,0.0
1274,2022-04-01,12,0.0,0.0
1275,2022-05-01,12,0.0,0.0
1276,2022-06-01,12,0.3,0.3
1277,2022-07-01,12,0.3,0.0
1278,2022-08-01,12,0.3,0.0
1279,2022-09-01,12,0.3,0.0
1280,2022-10-01,12,0.3,0.0
1281,2022-11-01,12,0.3,0.0
1282,2022-12-01,12,0.3,0.0
1283,2023-01-01,12,0.3,0.0
1284,2023-02-01,12,0.4,0.1
1285,2023-03-01,12,0.4,0.0
1286,2023-04-01,12,0.4,0.0
1287,2023-05-01,12,0.4,0.0
1288,2023-06-01,12,0.1,0.0
1289,2023-07-01,12,0.0,-0.1
1290,2023-08-01,12,0.0,0.0
1291,2023-09-01,12,0.0,0.0
1292,2023-10-01,12,0.0,0.0
1293,2023-11-01,12,0.0,0.0
1294,2023-12-01,12,0.0,0.0
1295,2024-01-01,12,0.0,0.0
1296,2024-02-01,12,-0.1,0.0
1297,2024-03-01,12,-0.1,0.0
1298,2024-04-01,12,-0.1,0.0
1299,2024-05-01,12,-0.1,0.0
1300,2024-06-01,12,-0.1,0.0
1301,2024-07-01,12,0.5,0.5
1302,2024-08-01,12,0.5,0.0
1303,2024-09-01,12,0.5,0.0
1304,2024-10-01,12,0.5,0.0
1305,2024-11-01,12,0.5,0.0
1306,2024-12-01,12,0.5,0.0
1307,2025-01-01,12,0.6,0.1
1308,2025-02-01,12,1.5,0.8
1309,2025-03-01,12,1.5,0.0
1310,2025-04-01,12,1.5,0.0
1311,2025-05-01,12,1.5,0.0
1312,2025-06-01,12,1.5,0.0
1313,2025-07-01,12,5.5,4.6
1314,2025-08-01,12,5.6,0.1
1315,2025-09-01,12,5.6,0.0
1316,2025-10-01,12,5.6,0.0
1317,2025-11-01,12,5.6,0.0
1318,2025-12-01,12,5.6,0.0
1319,2026-01-01,12,5.5,0.0
1320,2026-02-01,12,4.7,0.0
1321,2026-03-01,12,4.9,0.3
1322,2026-04-01,12,4.9,0.0
1323,2026-05-01,12,4.9,0.0
1324,2026-06-01,12,5.7,0.8
1325,2026-07-01,12,1.1,0.0
1326,2018-02-01,13,,-0.3
1327,2018-03-01,13,,0.2
1328,2018-04-01,13,,0.1
1329,2018-05-01,13,,0.1
1330,2018-06-01,13,,-3.1
1331,2018-07-01,13,,-0.1
1332,2018-08-01,13,,-0.2
1333,2018-09-01,13,,0.2
1334,2018-10-01,13,,0.3
1335,2018-11-01,13,,0.2
1336,2018-12-01,13,,0.0
1337,2019-01-01,13,-2.4,0.4
1338,2019-02-01,13,-2.2,-0.1
1339,2019-03-01,13,-2.0,0.4
1340,2019-04-01,13,-2.0,0.1
1341,2019-05-01,13,-2.1,0.0
1342,2019-06-01,13,1.4,0.3
1343,2019-07-01,13,1.8,0.4
1344,2019-08-01,13,2.5,0.5
1345,2019-09-01,13,2.7,0.4
1346,2019-10-01,13,2.2,-0.2
1347,2019-11-01,13,2.5,0.4
1348,2019-12-01,13,2.4,-0.1
1349,2020-01-01,13,2.5,0.4
1350,2020-02-01,13,2.5,-0.1
1351,2020-03-01,13,2.6,0.4
1352,2020-04-01,13,2.3,-0.2
1353,2020-05-01,13,2.8,0.5
1354,2020-06-01,13,3.0,0.4
1355,2020-07-01,13,2.9,0.3
1356,2020-08-01,13,3.1,0.7
1357,2020-09-01,13,2.7,0.0
1358,2020-10-01,13,2.8,-0.1
1359,2020-11-01,13,2.3,-0.1
1360,2020-12-01,13,2.2,-0.2
1361,2021-01-01,13,1.8,0.1
1362,2021-02-01,13,1.6,-0.3
1363,2021-03-01,13,1.0,-0.2
1364,2021-04-01,13,1.2,0.1
1365,2021-05-01,13,0.7,0.0
1366,2021-06-01,13,0.3,0.1
1367,2021-07-01,13,0.1,0.0
1368,2021-08-01,13,-0.6,0.0
1369,2021-09-01,13,-0.5,0.1
1370,2021-10-01,13,-0.2,0.3
1371,2021-11-01,13,0.1,0.2
1372,2021-12-01,13,0.4,0.2
1373,2022-01-01,13,0.6,0.3
1374,2022-02-01,13,1.1,0.2
1375,2022-03-01,13,1.9,0.6
1376,2022-04-01,13,1.8,0.0
1377,2022-05-01,13,1.9,0.1
1378,2022-06-01,13,2.2,0.4
1379,2022-07-01,13,2.1,-0.1
1380,2022-08-01,13,2.4,0.3
1381,2022-09-01,13,2.4,0.1
1382,2022-10-01,13,2.4,0.3
1383,2022-11-01,13,2.6,0.3
1384,2022-12-01,13,2.3,-0.1
1385,2023-01-01,13,2.3,0.3
1386,2023-02-01,13,2.5,0.3
1387,2023-03-01,13,2.1,0.2
1388,2023-04-01,13,2.5,0.4
1389,2023-05-01,13,2.9,0.4
1390,2023-06-01,13,2.7,0.2
1391,2023-07-01,13,2.6,-0.2
1392,2023-08-01,13,2.4,0.1
1393,2023-09-01,13,2.5,0.2
1394,2023-10-01,13,2.3,0.0
1395,2023-11-01,13,2.3,0.4
1396,2023-12-01,13,2.7,0.2
1397,2024-01-01,13,2.5,0.1
1398,2024-02-01,13,2.5,0.3
1399,2024-03-01,13,2.6,0.4
1400,2024-04-01,13,3.1,0.9
1401,2024-05-01,13,3.0,0.3
1402,2024-06-01,13,2.7,-0.1
1403,2024-07-01,13,3.2,0.3
1404,2024-08-01,13,3.2,0.1
1405,2024-09-01,13,3.1,0.1
1406,2024-10-01,13,3.4,0.2
1407,2024-11-01,13,3.4,0.5
1408,2024-12-01,13,3.2,0.0
1409,2025-01-01,13,3.3,0.2
1410,2025-02-01,13,3.7,0.7
1411,2025-03-01,13,3.6,0.3
1412,2025-04-01,13,4.1,1.3
1413,2025-05-01,13,3.7,0.0
1414,2025-06-01,13,4.2,0.4
1415,2025-07-01,13,3.9,0.0
1416,2025-08-01,13,4.0,0.2
1417,2025-09-01,13,4.8,0.8
1418,2025-10-01,13,6.0,1.4
1419,2025-11-01,13,5.6,0.1
1420,2025-12-01,13,5.7,0.1
1421,2026-01-01,13,6.6,1.0
1422,2026-02-01,13,6.9,1.0
1423,2026-03-01,13,7.0,0.4
1424,2026-04-01,13,4.8,-0.7
1425,2026-05-01,13,4.8,-0.1
1426,2026-06-01,13,3.4,-0.9
1427,2026-07-01,13,2.9,-0.5
