date,yield_close,daily_change,tot_vol,maturity_month,maturity_year
2015-04-15,3.89,0.0,90.0,9,2025
2015-04-16,3.89,0.0,50.0,9,2025
2015-04-17,3.88,-0.01,1.2,9,2025
2015-04-20,3.88,0.0,170.0,9,2025
2015-04-21,3.86,-0.02,495.45,9,2025
2015-04-22,3.85,-0.02,220.64,9,2025
2015-04-23,3.85,0.0,234.27,9,2025
2015-04-24,3.84,-0.01,285.0,9,2025
2015-04-27,3.83,-0.01,56.02,9,2025
2015-04-28,3.84,0.01,193.5,9,2025
2015-04-29,3.84,0.0,42.07,9,2025
2015-04-30,3.85,0.01,148.17,9,2025
2015-05-05,3.85,0.0,157.42,9,2025
2015-05-06,3.85,0.0,50.35,9,2025
2015-05-07,3.9,0.05,70.0,9,2025
2015-05-08,3.91,0.01,54.6,9,2025
2015-05-11,3.88,-0.03,30.0,9,2025
2015-05-13,3.89,0.01,4.6,9,2025
2015-05-14,3.88,-0.01,5.56,9,2025
2015-05-15,3.88,0.0,231.76,9,2025
2015-05-18,3.87,-0.01,51.78,9,2025
2015-05-19,3.86,-0.01,55.72,9,2025
2015-05-21,3.86,0.0,10.0,9,2025
2015-05-22,3.86,0.0,30.2,9,2025
2015-05-25,3.86,0.0,10.56,9,2025
2015-05-26,3.88,0.02,10.0,9,2025
2015-05-27,3.89,0.01,155.15,9,2025
2015-05-28,3.9,0.01,38.15,9,2025
2015-05-29,3.91,0.01,190.0,9,2025
2015-06-01,3.89,-0.02,0.1,9,2025
2015-06-02,3.91,0.02,7.1,9,2025
2015-06-03,3.95,0.04,30.0,9,2025
2015-06-04,3.97,0.02,251.84,9,2025
2015-06-05,4.03,0.06,1954.5,9,2025
2015-06-08,4.16,0.13,647.31,9,2025
2015-06-09,4.1,-0.06,246.59,9,2025
2015-06-10,4.1,0.0,121.76,9,2025
2015-06-11,4.13,0.03,269.4,9,2025
2015-06-12,4.12,-0.01,190.0,9,2025
2015-06-15,4.11,-0.01,47.8,9,2025
2015-06-16,4.1,-0.03,11.02,9,2025
2015-06-17,4.04,-0.06,356.55,9,2025
2015-06-18,4.02,-0.02,604.7,9,2025
2015-06-19,4.01,-0.01,277.0,9,2025
2015-06-22,4.01,0.0,280.0,9,2025
2015-06-23,3.99,-0.02,134.59,9,2025
2015-06-24,4.01,0.02,22.65,9,2025
2015-06-25,4.03,0.02,11.77,9,2025
2015-06-26,4.04,0.01,14.1,9,2025
2015-06-30,4.01,-0.03,278.87,9,2025
2015-07-01,3.96,-0.05,1231.1,9,2025
2015-07-02,3.97,-0.02,371.0,9,2025
2015-07-03,3.97,0.0,206.76,9,2025
2015-07-06,4.02,0.06,236.12,9,2025
2015-07-07,4.07,0.05,185.76,9,2025
2015-07-08,4.05,-0.02,477.39,9,2025
2015-07-09,4.02,-0.05,120.5,9,2025
2015-07-10,4.01,-0.01,75.0,9,2025
2015-07-13,4.02,0.01,102.86,9,2025
2015-07-14,4.03,0.03,110.2,9,2025
2015-07-15,4.02,-0.01,50.65,9,2025
2015-07-16,4.01,-0.02,80.0,9,2025
2015-07-20,3.98,-0.03,491.4,9,2025
2015-07-21,3.95,-0.03,884.26,9,2025
2015-07-22,3.91,-0.04,300.3,9,2025
2015-07-23,3.91,0.0,81.5,9,2025
2015-07-24,3.94,0.04,56.06,9,2025
2015-07-27,3.94,0.0,51.0,9,2025
2015-07-28,3.97,0.03,257.0,9,2025
2015-07-29,3.99,0.02,99.11,9,2025
2015-07-30,4.01,0.03,70.0,9,2025
2015-07-31,4.06,0.05,456.43,9,2025
2015-08-03,4.07,0.01,78.33,9,2025
2015-08-04,4.06,-0.01,139.21,9,2025
2015-08-05,4.04,-0.01,20.3,9,2025
2015-08-06,4.09,0.01,53.5,9,2025
2015-08-07,4.18,0.09,130.0,9,2025
2015-08-10,4.15,-0.03,0.2,9,2025
2015-08-11,4.18,0.03,139.48,9,2025
2015-08-12,4.22,0.04,228.51,9,2025
2015-08-13,4.18,-0.01,80.0,9,2025
2015-08-14,4.21,0.03,65.75,9,2025
2015-08-17,4.31,0.1,153.7,9,2025
2015-08-18,4.28,-0.03,102.0,9,2025
2015-08-19,4.25,-0.03,334.2,9,2025
2015-08-20,4.29,0.01,150.0,9,2025
2015-08-21,4.33,0.04,54.7,9,2025
2015-08-24,4.38,0.04,156.65,9,2025
2015-08-25,4.38,0.0,202.7,9,2025
2015-08-26,4.44,0.06,420.0,9,2025
2015-08-27,4.45,0.01,1985.77,9,2025
2015-08-28,4.39,-0.08,597.06,9,2025
2015-09-01,4.22,-0.17,590.37,9,2025
2015-09-02,4.25,0.03,96.63,9,2025
2015-09-03,4.24,-0.01,543.03,9,2025
2015-09-04,4.2,-0.04,640.31,9,2025
2015-09-07,4.24,0.03,290.35,9,2025
2015-09-08,4.25,0.01,69.26,9,2025
2015-09-09,4.17,-0.05,198.34,9,2025
2015-09-10,4.18,0.01,171.82,9,2025
2015-09-11,4.18,0.0,21.15,9,2025
2015-09-14,4.16,-0.02,130.0,9,2025
2015-09-15,4.18,0.02,168.86,9,2025
2015-09-17,4.19,0.01,49.11,9,2025
2015-09-18,4.12,-0.04,283.02,9,2025
2015-09-21,4.11,-0.01,12.8,9,2025
2015-09-22,4.2,0.09,394.85,9,2025
2015-09-23,4.23,0.03,105.34,9,2025
2015-09-25,4.35,0.13,166.12,9,2025
2015-09-28,4.37,0.02,93.85,9,2025
2015-09-29,4.35,-0.02,345.04,9,2025
2015-09-30,4.14,-0.21,773.03,9,2025
2015-10-01,4.1,-0.04,626.29,9,2025
2015-10-02,4.14,0.04,484.65,9,2025
2015-10-05,4.1,-0.04,1.5,9,2025
2015-10-06,4.15,0.05,87.49,9,2025
2015-10-07,4.14,-0.01,375.1,9,2025
2015-10-08,4.17,0.03,118.23,9,2025
2015-10-09,4.1,-0.04,327.21,9,2025
2015-10-12,4.11,0.01,72.6,9,2025
2015-10-13,4.1,-0.01,33.7,9,2025
2015-10-15,4.12,0.02,143.9,9,2025
2015-10-16,4.11,-0.01,101.85,9,2025
2015-10-19,4.12,0.01,5.0,9,2025
2015-10-20,4.12,0.0,226.88,9,2025
2015-10-21,4.13,0.01,75.0,9,2025
2015-10-22,4.14,0.01,221.05,9,2025
2015-10-23,4.13,0.01,67.84,9,2025
2015-10-26,4.1,-0.03,671.12,9,2025
2015-10-27,4.07,-0.03,250.3,9,2025
2015-10-28,4.08,0.01,129.25,9,2025
2015-10-29,4.11,0.02,94.56,9,2025
2015-10-30,4.37,0.27,2.71,9,2025
2015-11-02,4.14,-0.23,21.28,9,2025
2015-11-03,4.15,0.02,176.2,9,2025
2015-11-04,4.14,-0.01,259.83,9,2025
2015-11-05,4.14,0.0,48.8,9,2025
2015-11-06,4.13,-0.01,268.34,9,2025
2015-11-09,4.1,-0.03,150.41,9,2025
2015-11-11,4.28,0.16,89.28,9,2025
2015-11-12,4.33,0.06,1648.36,9,2025
2015-11-13,4.33,0.0,115.42,9,2025
2015-11-16,4.35,0.02,56.3,9,2025
2015-11-17,4.33,-0.02,264.09,9,2025
2015-11-18,4.35,0.02,114.5,9,2025
2015-11-19,4.33,-0.01,866.65,9,2025
2015-11-20,4.26,-0.07,673.6,9,2025
2015-11-23,4.28,0.02,215.62,9,2025
2015-11-24,4.24,0.0,703.16,9,2025
2015-11-25,4.18,-0.06,1155.35,9,2025
2015-11-26,4.2,0.02,394.94,9,2025
2015-11-27,4.23,0.03,446.0,9,2025
2015-11-30,4.2,-0.03,180.78,9,2025
2015-12-01,4.19,-0.01,110.31,9,2025
2015-12-02,4.21,0.02,334.59,9,2025
2015-12-03,4.2,-0.01,146.08,9,2025
2015-12-04,4.21,0.02,99.1,9,2025
2015-12-07,4.21,0.0,80.3,9,2025
2015-12-08,4.23,0.02,65.9,9,2025
2015-12-09,4.24,0.01,27.57,9,2025
2015-12-10,4.26,0.03,112.38,9,2025
2015-12-11,4.34,0.08,130.0,9,2025
2015-12-14,4.36,0.02,210.0,9,2025
2015-12-15,4.37,0.01,422.8,9,2025
2015-12-16,4.33,-0.04,110.0,9,2025
2015-12-17,4.29,-0.04,183.1,9,2025
2015-12-18,4.24,-0.04,230.0,9,2025
2015-12-21,4.22,-0.02,60.4,9,2025
2015-12-22,4.22,0.0,18.91,9,2025
2015-12-23,4.22,0.0,2.5,9,2025
2015-12-28,4.23,0.01,85.18,9,2025
2015-12-29,4.22,-0.01,52.0,9,2025
2015-12-30,4.2,-0.02,126.0,9,2025
2015-12-31,4.19,-0.01,57.2,9,2025
2016-01-04,4.17,0.0,162.86,9,2025
2016-01-05,4.17,0.0,265.45,9,2025
2016-01-06,4.2,0.03,328.2,9,2025
2016-01-07,4.22,0.02,233.84,9,2025
2016-01-08,4.2,-0.02,375.41,9,2025
2016-01-11,4.21,0.02,385.44,9,2025
2016-01-12,4.22,0.01,295.8,9,2025
2016-01-13,4.2,-0.01,121.9,9,2025
2016-01-14,4.2,0.0,63.24,9,2025
2016-01-15,4.16,-0.04,310.0,9,2025
2016-01-18,4.15,-0.01,278.27,9,2025
2016-01-19,4.11,-0.04,652.0,9,2025
2016-01-20,4.04,-0.07,774.26,9,2025
2016-01-21,4.01,-0.03,1326.45,9,2025
2016-01-22,3.88,-0.13,1260.65,9,2025
2016-01-26,3.89,0.01,408.82,9,2025
2016-01-27,3.86,-0.03,345.97,9,2025
2016-01-28,3.86,0.0,263.91,9,2025
2016-01-29,3.85,-0.01,421.33,9,2025
2016-02-02,3.82,-0.03,529.71,9,2025
2016-02-03,3.94,0.12,442.56,9,2025
2016-02-04,3.94,0.0,851.86,9,2025
2016-02-05,3.98,0.04,572.0,9,2025
2016-02-10,3.96,-0.02,371.44,9,2025
2016-02-11,3.9,-0.06,926.5,9,2025
2016-02-12,3.93,0.03,697.97,9,2025
2016-02-15,3.91,-0.02,70.0,9,2025
2016-02-16,3.92,0.01,120.0,9,2025
2016-02-17,3.91,-0.01,545.64,9,2025
2016-02-18,3.9,-0.01,151.34,9,2025
2016-02-19,3.93,0.03,3.47,9,2025
2016-02-22,3.92,-0.01,32.5,9,2025
2016-02-23,3.93,0.01,175.55,9,2025
2016-02-24,3.95,0.02,588.75,9,2025
2016-02-25,3.94,-0.01,165.14,9,2025
2016-02-26,3.94,0.0,93.26,9,2025
2016-02-29,3.92,-0.02,252.3,9,2025
2016-03-01,3.91,-0.01,239.84,9,2025
2016-03-02,3.91,0.0,144.74,9,2025
2016-03-03,3.9,-0.01,156.26,9,2025
2016-03-04,3.9,-0.01,139.16,9,2025
2016-03-07,3.89,-0.01,115.01,9,2025
2016-03-08,3.89,0.0,76.76,9,2025
2016-03-09,3.9,0.0,2.1,9,2025
2016-03-10,3.89,-0.01,160.06,9,2025
2016-03-11,3.89,0.0,86.19,9,2025
2016-03-14,3.93,0.04,131.34,9,2025
2016-03-15,3.94,0.01,70.95,9,2025
2016-03-16,3.92,-0.02,48.87,9,2025
2016-03-17,3.88,-0.04,690.93,9,2025
2016-03-18,3.8,-0.08,311.16,9,2025
2016-03-21,3.84,0.03,144.8,9,2025
2016-03-22,3.83,-0.01,369.08,9,2025
2016-03-23,3.82,-0.01,41.61,9,2025
2016-03-24,3.86,0.02,145.85,9,2025
2016-03-25,3.82,-0.04,0.67,9,2025
2016-03-28,3.86,-0.27,20.0,9,2025
2016-03-29,3.85,-0.01,284.69,9,2025
2016-03-30,3.83,-0.02,849.58,9,2025
2016-03-31,3.78,-0.05,495.52,9,2025
2016-04-01,3.76,-0.02,317.66,9,2025
2016-04-04,3.77,0.01,192.12,9,2025
2016-04-05,3.79,0.02,12.42,9,2025
2016-04-06,3.8,0.01,83.9,9,2025
2016-04-07,3.81,0.01,136.35,9,2025
2016-04-08,3.81,0.0,131.2,9,2025
2016-04-11,3.78,-0.04,259.52,9,2025
2016-04-12,3.75,-0.03,676.17,9,2025
2016-04-13,3.75,0.0,330.21,9,2025
2016-04-14,3.77,0.02,2.7,9,2025
2016-04-15,3.77,0.0,101.57,9,2025
2016-04-18,3.76,-0.01,82.68,9,2025
2016-04-19,3.81,0.05,39.04,9,2025
2016-04-20,3.55,-0.25,456.54,9,2025
2016-04-21,3.78,0.23,60.0,9,2025
2016-04-22,3.79,0.01,13.3,9,2025
2016-04-25,3.81,0.01,52.0,9,2025
2016-04-26,3.87,0.09,182.12,9,2025
2016-04-27,3.88,0.01,110.0,9,2025
2016-04-28,3.9,0.02,231.82,9,2025
2016-04-29,3.88,-0.05,212.13,9,2025
2016-05-03,3.86,-0.02,320.97,9,2025
2016-05-04,3.88,0.02,91.99,9,2025
2016-05-05,3.9,0.01,111.51,9,2025
2016-05-06,3.88,0.01,181.58,9,2025
2016-05-09,3.9,0.0,1.28,9,2025
2016-05-10,3.92,0.02,90.5,9,2025
2016-05-11,3.89,-0.03,189.7,9,2025
2016-05-12,3.87,-0.02,220.33,9,2025
2016-05-13,3.86,-0.01,109.9,9,2025
2016-05-16,3.83,-0.24,210.78,9,2025
2016-05-17,3.84,0.01,280.0,9,2025
2016-05-18,3.83,-0.01,213.44,9,2025
2016-05-19,3.83,-0.01,144.54,9,2025
2016-05-20,3.83,0.0,78.9,9,2025
2016-05-23,3.83,0.0,22.63,9,2025
2016-05-24,3.91,3.91,440.3,11,2026
2016-05-25,3.92,0.02,282.14,11,2026
2016-05-26,3.9,-0.02,200.0,11,2026
2016-05-27,3.9,0.0,320.0,11,2026
2016-05-30,3.92,0.02,390.05,11,2026
2016-05-31,3.92,0.0,235.0,11,2026
2016-06-01,3.92,0.0,182.97,11,2026
2016-06-02,3.93,0.01,56.0,11,2026
2016-06-03,3.94,0.01,20.0,11,2026
2016-06-06,3.87,-0.07,450.0,11,2026
2016-06-07,3.88,0.01,270.0,11,2026
2016-06-08,3.89,0.01,141.57,11,2026
2016-06-09,3.87,-0.02,780.0,11,2026
2016-06-10,3.87,0.0,380.0,11,2026
2016-06-13,3.86,-0.01,168.8,11,2026
2016-06-14,3.88,0.02,367.74,11,2026
2016-06-15,3.88,0.0,80.0,11,2026
2016-06-16,3.88,0.0,280.45,11,2026
2016-06-17,3.88,0.0,10.0,11,2026
2016-06-20,3.89,0.01,33.0,11,2026
2016-06-21,3.87,-0.02,117.09,11,2026
2016-06-23,3.87,-0.01,345.0,11,2026
2016-06-24,3.89,0.02,650.0,11,2026
2016-06-27,3.86,-0.03,265.0,11,2026
2016-06-28,3.78,-0.08,620.95,11,2026
2016-06-29,3.73,-0.05,413.0,11,2026
2016-06-30,3.75,0.02,219.18,11,2026
2016-07-01,3.68,-0.07,531.33,11,2026
2016-07-04,3.69,0.01,240.0,11,2026
2016-07-05,3.68,-0.01,21.6,11,2026
2016-07-11,3.64,-0.03,440.25,11,2026
2016-07-12,3.66,0.02,60.0,11,2026
2016-07-13,3.57,-0.09,372.15,11,2026
2016-07-14,3.52,-0.05,395.3,11,2026
2016-07-15,3.58,1.06,110.0,11,2026
2016-07-18,3.57,-0.01,139.24,11,2026
2016-07-19,3.56,-0.01,13.6,11,2026
2016-07-20,3.55,0.0,30.0,11,2026
2016-07-21,3.63,0.08,63.0,11,2026
2016-07-22,3.65,0.02,172.84,11,2026
2016-07-25,3.62,-0.03,40.0,11,2026
2016-07-26,3.61,-0.01,80.0,11,2026
2016-07-28,3.6,-0.01,41.89,11,2026
2016-07-29,3.6,0.01,27.46,11,2026
2016-08-01,3.6,0.02,1.84,11,2026
2016-08-02,3.6,0.0,7.99,11,2026
2016-08-03,3.59,-0.01,30.0,11,2026
2016-08-05,3.62,0.03,9.27,11,2026
2016-08-08,3.66,0.04,20.16,11,2026
2016-08-09,3.64,-0.02,28.0,11,2026
2016-08-10,3.61,-0.03,50.47,11,2026
2016-08-11,3.6,-0.01,91.38,11,2026
2016-08-12,3.51,-0.09,504.78,11,2026
2016-08-15,3.48,-0.03,235.0,11,2026
2016-08-16,3.47,-0.01,136.7,11,2026
2016-08-17,3.47,0.0,95.0,11,2026
2016-08-18,3.5,0.03,80.0,11,2026
2016-08-19,3.52,0.02,2.55,11,2026
2016-08-22,3.53,0.01,10.0,11,2026
2016-08-23,3.53,0.0,9.0,11,2026
2016-08-24,3.53,0.0,0.17,11,2026
2016-08-25,3.56,0.03,1287.22,11,2026
2016-08-26,3.55,-0.01,222.0,11,2026
2016-08-30,3.59,0.04,141.0,11,2026
2016-09-01,3.58,-0.01,70.54,11,2026
2016-09-02,3.58,0.0,262.05,11,2026
2016-09-05,3.54,-0.04,300.5,11,2026
2016-09-06,3.52,-0.01,92.95,11,2026
2016-09-07,3.5,-0.02,782.39,11,2026
2016-09-08,3.51,0.01,296.1,11,2026
2016-09-09,3.53,0.02,222.7,11,2026
2016-09-13,3.56,0.03,70.5,11,2026
2016-09-14,3.54,-0.02,69.94,11,2026
2016-09-15,3.58,0.02,129.16,11,2026
2016-09-20,3.56,-0.02,8.16,11,2026
2016-09-21,3.58,0.02,25.0,11,2026
2016-09-22,3.54,-0.04,355.5,11,2026
2016-09-23,3.57,0.02,105.0,11,2026
2016-09-26,3.58,0.01,50.0,11,2026
2016-09-27,3.56,-0.02,45.0,11,2026
2016-09-28,3.55,-0.02,130.8,11,2026
2016-09-29,3.54,-0.01,50.0,11,2026
2016-09-30,3.55,0.01,127.26,11,2026
2016-10-04,3.53,-0.02,262.1,11,2026
2016-10-05,3.57,0.04,486.52,11,2026
2016-10-06,3.56,-0.01,42.83,11,2026
2016-10-07,3.58,0.02,214.6,11,2026
2016-10-10,3.57,-0.01,110.32,11,2026
2016-10-11,3.61,0.03,1.87,11,2026
2016-10-12,3.59,-0.02,39.0,11,2026
2016-10-13,3.66,0.07,208.07,11,2026
2016-10-14,3.66,0.0,67.64,11,2026
2016-10-17,3.61,0.02,10.0,11,2026
2016-10-18,3.6,-0.01,22.57,11,2026
2016-10-19,3.61,0.01,73.7,11,2026
2016-10-20,3.6,0.0,1.0,11,2026
2016-10-21,3.57,-0.03,140.39,11,2026
2016-10-24,3.59,0.02,20.0,11,2026
2016-10-25,3.57,-0.02,30.15,11,2026
2016-10-26,3.58,0.01,27.35,11,2026
2016-10-28,3.6,0.03,20.0,11,2026
2016-10-31,3.61,0.01,73.18,11,2026
2016-11-01,3.62,0.12,80.14,11,2026
2016-11-02,3.62,0.0,45.2,11,2026
2016-11-03,3.63,0.01,54.4,11,2026
2016-11-04,3.62,-0.01,20.5,11,2026
2016-11-08,3.65,0.03,10.0,11,2026
2016-11-09,3.67,0.02,6.8,11,2026
2016-11-10,3.78,0.11,210.49,11,2026
2016-11-11,3.94,0.16,32.0,11,2026
2016-11-14,4.13,0.19,225.5,11,2026
2016-11-15,4.23,0.1,107.36,11,2026
2016-11-16,4.21,0.08,72.21,11,2026
2016-11-17,4.33,0.12,373.14,11,2026
2016-11-18,4.4,0.07,147.82,11,2026
2016-11-21,4.4,0.0,96.38,11,2026
2016-11-22,4.3,-0.05,32.99,11,2026
2016-11-24,4.34,0.12,60.1,11,2026
2016-11-25,4.43,0.09,1.85,11,2026
2016-11-28,4.45,0.02,20.3,11,2026
2016-11-29,4.46,0.01,400.4,11,2026
2016-11-30,4.35,-0.11,50.0,11,2026
2016-12-01,4.35,0.0,240.14,11,2026
2016-12-02,4.36,0.01,322.0,11,2026
2016-12-05,4.25,-0.11,197.75,11,2026
2016-12-06,4.18,-0.07,90.0,11,2026
2016-12-07,4.18,0.0,136.5,11,2026
2016-12-08,4.09,-0.09,293.8,11,2026
2016-12-09,4.1,0.01,44.95,11,2026
2016-12-13,4.12,0.02,10.2,11,2026
2016-12-14,4.14,0.02,97.02,11,2026
2016-12-15,4.21,0.07,66.35,11,2026
2016-12-16,4.28,0.06,72.8,11,2026
2016-12-19,4.32,-0.03,121.8,11,2026
2016-12-20,4.28,-0.01,205.59,11,2026
2016-12-21,4.29,0.01,154.3,11,2026
2016-12-22,4.25,-0.01,100.0,11,2026
2016-12-23,4.25,0.0,200.0,11,2026
2016-12-27,4.21,-0.04,132.0,11,2026
2016-12-28,4.27,0.06,19.0,11,2026
2016-12-29,4.22,-0.05,5.77,11,2026
2016-12-30,4.22,0.0,13.65,11,2026
2017-01-03,4.25,0.03,91.13,11,2026
2017-01-04,4.23,-0.02,25.25,11,2026
2017-01-05,4.22,-0.01,25.0,11,2026
2017-01-06,4.22,0.0,72.2,11,2026
2017-01-09,4.22,0.0,80.05,11,2026
2017-01-10,4.26,0.04,199.93,11,2026
2017-01-11,4.28,0.02,85.29,11,2026
2017-01-12,4.24,-0.04,46.5,11,2026
2017-01-13,4.26,0.04,53.58,11,2026
2017-01-16,4.27,0.06,12.78,11,2026
2017-01-17,4.27,0.03,35.38,11,2026
2017-01-18,4.23,-0.04,70.04,11,2026
2017-01-19,4.28,0.05,62.88,11,2026
2017-01-20,4.21,-0.07,211.0,11,2026
2017-01-23,4.14,-0.07,350.0,11,2026
2017-01-24,4.1,-0.04,322.0,11,2026
2017-01-25,4.12,0.02,222.84,11,2026
2017-01-26,4.16,0.04,132.06,11,2026
2017-01-27,4.15,-0.01,0.75,11,2026
2017-01-31,4.14,-0.01,143.45,11,2026
2017-02-02,4.12,0.0,199.83,11,2026
2017-02-03,4.14,0.02,300.02,11,2026
2017-02-06,4.12,-0.02,190.22,11,2026
2017-02-07,4.1,-0.02,131.43,11,2026
2017-02-08,4.11,0.01,110.14,11,2026
2017-02-10,4.09,-0.02,10.53,11,2026
2017-02-13,4.12,0.03,73.2,11,2026
2017-02-14,4.11,-0.01,47.96,11,2026
2017-02-15,4.1,-0.01,169.05,11,2026
2017-02-16,4.09,-0.01,265.57,11,2026
2017-02-17,4.06,-0.01,378.4,11,2026
2017-02-20,4.02,-0.04,90.02,11,2026
2017-02-21,4.02,0.0,80.06,11,2026
2017-02-22,4.04,0.02,186.58,11,2026
2017-02-23,4.04,0.0,46.9,11,2026
2017-02-24,4.02,-0.02,373.85,11,2026
2017-02-27,4.03,0.01,50.6,11,2026
2017-02-28,4.04,0.01,104.8,11,2026
2017-03-01,4.1,0.02,360.01,11,2026
2017-03-02,4.16,0.06,282.15,11,2026
2017-03-03,4.15,-0.01,203.7,11,2026
2017-03-06,4.02,-0.13,96.9,11,2026
2017-03-07,4.09,-0.04,16.05,11,2026
2017-03-08,4.15,0.06,35.25,11,2026
2017-03-09,4.18,0.09,22.54,11,2026
2017-03-10,4.18,-0.02,70.89,11,2026
2017-03-13,4.18,0.03,23.92,11,2026
2017-03-14,4.14,0.0,136.88,11,2026
2017-03-15,4.15,-0.03,80.0,11,2026
2017-03-16,4.08,-0.07,294.95,11,2026
2017-03-17,4.07,-0.01,154.86,11,2026
2017-03-20,4.06,-0.01,156.1,11,2026
2017-03-21,4.06,0.01,81.36,11,2026
2017-03-22,4.05,-0.03,215.95,11,2026
2017-03-23,4.04,0.0,18.09,11,2026
2017-03-24,4.1,0.06,83.56,11,2026
2017-03-27,4.07,0.0,17.44,11,2026
2017-03-28,4.1,0.03,47.72,11,2026
2017-03-29,4.13,0.03,1.3,11,2026
2017-03-30,4.18,0.05,264.46,11,2026
2017-03-31,4.13,-0.05,48.38,11,2026
2017-04-03,4.15,0.02,109.5,11,2026
2017-04-04,4.12,-0.03,160.41,11,2026
2017-04-05,4.12,0.0,137.3,11,2026
2017-04-06,4.12,0.0,47.0,11,2026
2017-04-07,4.13,0.01,70.35,11,2026
2017-04-10,4.1,-0.03,20.07,11,2026
2017-04-11,4.14,0.04,20.5,11,2026
2017-04-12,4.12,-0.02,119.8,11,2026
2017-04-13,4.1,-0.02,295.29,11,2026
2017-04-14,4.1,0.0,86.25,11,2026
2017-04-17,4.09,-0.01,90.0,11,2026
2017-04-18,4.11,0.02,37.21,11,2026
2017-04-19,4.11,0.0,13.22,11,2026
2017-04-20,4.12,0.01,2.39,11,2026
2017-04-21,4.11,-0.01,86.07,11,2026
2017-04-25,4.08,-0.03,149.15,11,2026
2017-04-26,4.08,-0.07,254.39,11,2026
2017-04-27,4.07,-0.01,93.0,11,2026
2017-04-28,4.05,-0.02,267.56,11,2026
2017-05-02,3.98,-0.07,307.35,11,2026
2017-05-03,3.95,-0.03,181.74,11,2026
2017-05-04,3.96,0.01,310.84,11,2026
2017-05-05,3.96,0.0,81.3,11,2026
2017-05-08,3.94,-0.02,482.33,11,2026
2017-05-09,3.95,0.01,122.33,11,2026
2017-05-11,3.95,0.0,131.75,11,2026
2017-05-12,3.94,-0.01,83.54,11,2026
2017-05-15,3.91,-0.03,166.45,11,2026
2017-05-16,3.85,3.85,170.0,11,2027
2017-05-17,3.88,0.03,140.0,11,2027
2017-05-18,3.88,0.0,260.0,11,2027
2017-05-19,3.86,-0.02,150.0,11,2027
2017-05-22,3.87,0.01,150.0,11,2027
2017-05-23,3.86,-0.01,160.0,11,2027
2017-05-24,3.88,0.02,30.0,11,2027
2017-05-25,3.87,-0.01,20.0,11,2027
2017-05-30,3.89,0.02,28.0,11,2027
2017-05-31,3.87,-0.02,116.72,11,2027
2017-06-01,3.86,-0.01,13.9,11,2027
2017-06-05,3.87,0.01,137.2,11,2027
2017-06-07,3.87,0.0,272.52,11,2027
2017-06-08,3.86,-0.01,53.0,11,2027
2017-06-09,3.86,0.0,20.0,11,2027
2017-06-15,3.87,0.01,36.0,11,2027
2017-06-19,3.88,0.01,30.0,11,2027
2017-06-22,3.9,0.02,40.0,11,2027
2017-06-28,3.89,-0.01,1.5,11,2027
2017-06-29,3.9,0.01,3.0,11,2027
2017-06-30,3.91,0.01,85.1,11,2027
2017-07-03,4.01,0.1,290.63,11,2027
2017-07-04,3.96,-0.05,5.0,11,2027
2017-07-05,3.97,0.01,20.08,11,2027
2017-07-10,3.98,0.01,10.0,11,2027
2017-07-11,3.96,-0.02,10.0,11,2027
2017-07-12,3.97,0.01,2.0,11,2027
2017-07-13,3.97,0.0,2.6,11,2027
2017-07-17,3.96,-0.01,0.14,11,2027
2017-07-18,3.96,0.0,11.6,11,2027
2017-07-19,3.94,0.01,12.0,11,2027
2017-07-21,3.91,-0.03,40.0,11,2027
2017-07-24,3.92,0.01,4.7,11,2027
2017-07-25,3.97,0.05,30.0,11,2027
2017-07-26,3.99,0.02,101.0,11,2027
2017-07-27,3.98,-0.01,747.5,11,2027
2017-07-28,3.98,0.0,100.0,11,2027
2017-07-31,3.99,0.01,161.82,11,2027
2017-08-01,3.99,0.0,192.95,11,2027
2017-08-02,4.01,0.02,166.59,11,2027
2017-08-03,3.99,-0.02,13.06,11,2027
2017-08-04,3.99,0.0,67.0,11,2027
2017-08-07,3.99,0.0,80.0,11,2027
2017-08-09,3.98,-0.01,210.0,11,2027
2017-08-10,3.98,0.0,223.42,11,2027
2017-08-11,3.99,0.01,119.0,11,2027
2017-08-14,3.99,0.0,283.18,11,2027
2017-08-15,3.98,-0.01,30.0,11,2027
2017-08-16,3.99,0.01,70.7,11,2027
2017-08-17,3.99,0.0,312.78,11,2027
2017-08-18,3.98,-0.01,232.0,11,2027
2017-08-21,3.97,-0.01,350.6,11,2027
2017-08-22,3.96,-0.01,149.68,11,2027
2017-08-23,3.97,0.01,210.25,11,2027
2017-08-24,3.94,-0.03,355.0,11,2027
2017-08-25,3.93,-0.01,318.96,11,2027
2017-08-28,3.91,-0.02,38.0,11,2027
2017-08-29,3.9,-0.01,720.22,11,2027
2017-08-30,3.89,-0.01,553.23,11,2027
2017-09-05,3.87,-0.02,385.31,11,2027
2017-09-06,3.86,-0.01,304.82,11,2027
2017-09-07,3.85,-0.01,265.88,11,2027
2017-09-08,3.83,-0.02,318.27,11,2027
2017-09-12,3.86,0.03,145.0,11,2027
2017-09-13,3.85,-0.01,135.9,11,2027
2017-09-14,3.85,0.0,102.01,11,2027
2017-09-15,3.85,0.0,25.0,11,2027
2017-09-18,3.85,0.0,0.07,11,2027
2017-09-20,3.88,0.03,156.5,11,2027
2017-09-21,3.9,0.02,438.7,11,2027
