date,6033.KL,5183.KL,5681.KL
2015-01-02,13.377767562866211,3.6841235160827637,11.129652976989746
2015-01-05,13.268312454223633,3.5540153980255127,11.077643394470215
2015-01-06,13.243989944458008,3.430755138397217,11.01263427734375
2015-01-07,13.110215187072754,3.3691246509552,10.830601692199707
2015-01-08,13.280473709106445,3.355428695678711,10.882615089416504
2015-01-09,13.207505226135254,3.464993476867676,10.856612205505371
2015-01-12,13.268312454223633,3.5471677780151367,10.765599250793457
2015-01-13,13.195342063903809,3.492385149002075,10.713590621948242
2015-01-14,13.195342063903809,3.492385149002075,10.648582458496094
2015-01-15,13.195342063903809,3.5060808658599854,10.661581039428711
2015-01-16,13.012920379638672,3.4581456184387207,10.635576248168945
2015-01-19,13.012920379638672,3.4239065647125244,10.648582458496094
2015-01-20,13.012920379638672,3.382819890975952,10.609573364257812
2015-01-21,13.03724193572998,3.499232053756714,10.609573364257812
2015-01-22,13.438579559326172,3.6224935054779053,10.726590156555176
2015-01-23,13.596678733825684,3.773144483566284,11.168659210205078
2015-01-26,13.596678733825684,3.6635806560516357,11.181660652160645
2015-01-27,13.584513664245605,3.800537109375,11.454699516296387
2015-01-28,13.511545181274414,3.6430373191833496,11.441695213317871
2015-01-29,13.499385833740234,3.5129287242889404,11.519708633422852
2015-01-30,13.499385833740234,3.492385149002075,11.46769905090332
2015-02-04,13.669647216796875,3.6293416023254395,11.68873405456543
2015-02-05,13.6453275680542,3.6224935054779053,11.740742683410645
2015-02-06,13.620999336242676,3.5882534980773926,12.273818016052246
2015-02-09,13.438579559326172,3.601949453353882,12.221814155578613
2015-02-10,13.42641544342041,3.5745577812194824,12.143799781799316
2015-02-11,13.243989944458008,3.5882534980773926,11.76674747467041
2015-02-12,13.183186531066895,3.608797788619995,11.05163860321045
2015-02-13,13.450736999511719,3.6293416023254395,11.519708633422852
2015-02-16,13.450736999511719,3.6567320823669434,11.818755149841309
2015-02-17,13.608840942382812,3.6567320823669434,12.091789245605469
2015-02-18,13.560194969177246,3.6909711360931396,12.221814155578613
2015-02-23,13.706130027770996,3.773144483566284,12.169801712036133
2015-02-24,13.98585319519043,3.773144483566284,12.195807456970215
2015-02-25,14.423667907714844,3.773144483566284,12.221814155578613
2015-02-26,14.302053451538086,3.766296863555908,12.130799293518066
2015-02-27,14.022332191467285,3.745753288269043,12.728886604309082
2015-03-02,14.04665756225586,3.766296863555908,12.702884674072266
2015-03-03,14.04665756225586,3.732058525085449,12.702879905700684
2015-03-04,14.119626998901367,3.773144483566284,12.716033935546875
2015-03-05,14.101265907287598,3.7453505992889404,12.545089721679688
2015-03-06,13.991096496582031,3.668914794921875,12.479333877563477
2015-03-09,13.746289253234863,3.6202738285064697,12.216334342956543
2015-03-10,13.783010482788086,3.5785815715789795,12.216334342956543
2015-03-11,13.758525848388672,3.536888837814331,12.203185081481934
2015-03-12,13.758525848388672,3.529940366744995,12.124287605285645
2015-03-13,13.758525848388672,3.516042470932007,12.137432098388672
2015-03-16,13.758525848388672,3.502145528793335,12.3478364944458
2015-03-17,13.905415534973145,3.50909423828125,12.413581848144531
2015-03-18,13.966617584228516,3.529940366744995,12.466181755065918
2015-03-19,14.150228500366211,3.6133248805999756,12.58453369140625
2015-03-20,14.137989044189453,3.557734966278076,12.597684860229492
2015-03-23,14.101265907287598,3.710606575012207,12.689735412597656
2015-03-24,14.089024543762207,3.856529474258423,12.676586151123047
2015-03-25,14.089024543762207,3.8217859268188477,12.742335319519043
2015-03-26,14.089024543762207,3.773144483566284,12.886982917785645
2015-03-27,14.076784133911133,3.8078877925872803,12.9658842086792
2015-03-30,14.101265907287598,3.891273260116577,13.097387313842773
2015-03-31,14.089024543762207,3.9190680980682373,13.149979591369629
2015-04-01,14.076784133911133,3.891273260116577,13.202585220336914
2015-04-02,14.089024543762207,3.863478422164917,13.228882789611816
2015-04-03,14.089024543762207,3.863478422164917,13.242032051086426
2015-04-06,14.052300453186035,3.856529474258423,13.478734016418457
2015-04-07,14.125748634338379,3.870426654815674,13.820635795593262
2015-04-08,14.101265907287598,3.8773751258850098,13.728583335876465
2015-04-09,14.076784133911133,3.891273260116577,13.715434074401855
2015-04-10,14.076784133911133,3.9190680980682373,13.768033981323242
2015-04-13,14.076784133911133,3.9607601165771484,13.768033981323242
2015-04-14,14.052300453186035,3.9607601165771484,13.741730690002441
2015-04-15,14.04006290435791,3.9816064834594727,13.728583335876465
2015-04-16,14.027823448181152,4.0024518966674805,13.715434074401855
2015-04-17,14.015581130981445,4.0024518966674805,13.741730690002441
2015-04-20,14.015581130981445,4.0024518966674805,13.741730690002441
2015-04-21,14.015581130981445,4.197015285491943,13.886387825012207
2015-04-22,14.015581130981445,4.203964710235596,13.965280532836914
2015-04-23,14.003338813781738,4.141425609588623,14.201979637145996
2015-04-24,14.052300453186035,4.3151421546936035,14.464982986450195
2015-04-27,14.076784133911133,4.349887847900391,14.662229537963867
2015-04-28,14.076784133911133,4.329041957855225,14.72797679901123
2015-04-29,14.052300453186035,4.224811553955078,14.372931480407715
2015-04-30,13.905415534973145,4.078887462615967,14.070481300354004
2015-05-05,13.954379081726074,4.169220924377441,14.070481300354004
2015-05-06,13.917655944824219,4.051092624664307,14.188836097717285
2015-05-07,14.003338813781738,4.064990520477295,14.175682067871094
2015-05-08,13.942136764526367,4.071938991546631,14.2545804977417
2015-05-11,13.831972122192383,4.071938991546631,14.228282928466797
2015-05-12,13.587160110473633,4.064990520477295,13.794330596923828
2015-05-13,13.415790557861328,4.162271976470947,13.136833190917969
2015-05-14,13.42802906036377,4.280401229858398,13.005332946777344
2015-05-15,13.415790557861328,4.398528099060059,13.01848316192627
2015-05-18,14.370563507080078,4.405477523803711,13.123684883117676
2015-05-19,13.52595329284668,4.370733737945557,13.05793285369873
2015-05-20,13.52595329284668,4.3151421546936035,13.097387313842773
2015-05-21,13.452512741088867,4.308196067810059,13.07108211517334
2015-05-22,13.587160110473633,4.342938423156738,13.05793285369873
